Gene	TAP0	TAPHL15	TAPHL120	TP0	TP15	TP120	TPHL15	TPHL120
g5618.t1	35.7834	17.1498	20.7274	22.9793	32.9891	25.0308	12.6627	21.3042
g1451.t1	14.2798	6.84156	10.623	7.49235	18.3524	16.7931	5.45105	5.10387
g3495.t1	5.85786	2.80527	9.06379	8.10695	15.7656	5.43406	5.18148	6.23428
g1504.t1	25.5742	12.2449	10.969	20.4573	19.3278	20.3436	14.4468	8.35463
g3598.t1	23.3495	11.1796	34.7447	20.7818	18.6734	31.1718	7.06172	28.1997
g1565.t1	13.5548	6.48993	8.14999	9.98787	14.4915	13.8101	1.44755	12.8461
g1810.t1	13.3343	6.38331	18.2463	2.66211	8.36603	14.7239	0	8.42817
g7307.t1	3.80974	1.82319	7.05242	8.48187	3.42058	12.7428	4.31443	4.56967
g928.t1	3.9938	1.91061	4.65457	0	4.35896	6.22309	0.0857342	1.05866
g3809.t1	7.90631	3.78233	9.24984	40.7065	7.69045	9.69253	50.578	19.1293
g5791.t1	8.89436	4.25413	20.1992	10.888	9.34955	13.7173	9.98523	9.0747
g1064.t1	13.4343	6.42367	10.7183	18.9032	7.1663	13.3699	19.8352	3.94502
g3138.t1	12.5049	5.97919	10.6443	4.78419	10.9307	15.064	1.41839	1.09402
g7752.t1	9.20011	4.39856	2.76697	6.02958	6.23935	6.19808	5.25358	5.57967
g8328.t1	14.5272	6.94198	21.0762	5.57731	14.8979	16.1331	5.16075	20.6351
g59.t1	11.565	5.52541	5.53818	15.5673	17.8014	11.4527	7.51703	3.56884
g925.t1	4.92289	2.35195	4.47331	0.703067	4.80294	7.78686	0.402939	1.97249
g3864.t1	5.39719	2.57823	5.08388	6.67868	6.32921	5.84765	8.42411	4.68658
g1211.t1	3.98307	1.90248	3.08314	4.47696	6.21649	5.16894	1.73464	2.12464
g2192.t1	9.81797	4.68917	5.91003	10.4162	5.94941	3.99089	12.2537	8.10476
g3465.t1	29.2983	13.9911	16.4788	9.48383	18.9975	22.0709	9.31818	34.3767
g3842.t1	9.37352	4.47562	12.9045	2.93297	5.68925	13.5284	13.0345	9.66199
g1411.t1	7.35002	3.50929	4.14062	5.78069	5.12799	7.49235	1.18701	1.92809
g5738.t1	7.45863	3.56024	6.85026	2.51909	6.02794	8.36005	4.29388	11.8036
g3234.t1	9.06166	4.32474	4.11111	23.0788	3.43419	4.61319	11.6514	1.78836
g5113.t1	6.09132	2.90632	3.35807	1.14161	4.65119	6.24285	1.0774	1.72119
g903.t1	41.283	19.6972	33.6904	293.271	25.3058	82.11	192.907	32.7502
g5993.t1	7.06765	3.37134	4.32666	1.13759	6.74784	5.20648	2.53128	4.33306
g10941.t1	17.613	8.39995	15.9289	63.4772	14.628	21.5031	45.8859	14.2291
g1162.t1	5.98038	2.85173	8.65309	22.8422	4.79857	5.50729	32.2242	4.01481
g1340.t1	9.58417	4.5699	6.43992	11.4224	9.19471	8.11106	12.6313	0.561405
g3893.t1	9.1731	4.37277	5.93411	1.40666	7.66845	8.193	0.871291	9.59974
g2336.t1	8.53744	4.06854	6.24238	3.85413	7.75616	7.35392	1.8247	5.18607
g10009.t1	7.28378	3.47068	2.50765	14.1145	6.91172	4.45244	1.17012	4.55149
g12.t1	11.6213	5.53729	13.258	7.37972	13.7379	15.6629	9.6196	8.79879
g580.t1	8.73474	4.16153	11.2362	0	12.7003	8.62781	0	1.83523
g6132.t1	11.7026	5.57541	11.6551	6.73741	11.825	11.8692	3.94775	10.8399
g9570.t1	3.21804	1.53293	4.06617	4.29928	6.2314	4.97446	1.37104	1.63775
g5499.t1	11.2868	5.3762	13.0243	15.0515	9.85776	11.1801	15.931	12.1029
g1295.t1	6.91045	3.29123	2.42756	15.0929	5.25082	4.94951	0.798228	8.7975
g777.t1	5.51713	2.62757	6.0799	0.404661	6.72451	7.62125	0	1.50324
g3215.t1	6.82361	3.24946	5.09377	4.71696	6.81419	9.15357	4.85562	2.82486
g4377.t1	116.994	167.43	49.5191	62.011	100.429	64.7424	52.2691	32.9824
g6354.t1	3.58264	1.70579	3.63505	0.573508	4.5195	5.18305	0	0.813168
g9891.t1	6.72924	3.20383	5.13392	1.88848	6.87773	5.8756	0.777347	2.62543
g3139.t1	6.53313	3.10969	8.38516	3.02203	10.0022	8.71978	9.01596	6.50513
g3917.t1	9.70683	4.6202	8.19378	0	8.48646	8.23969	1.29496	0.927779
g10461.t1	75.355	35.8637	108.653	83.7414	144.043	82.7789	23.1209	94.6374
g4105.t1	14.8705	7.07717	16.9755	31.0757	17.7354	12.4885	37.3011	6.28484
g5324.t1	7.75813	3.69221	6.05363	5.52049	7.93832	8.93605	4.71303	5.44717
g7212.t1	8.62552	4.10407	8.70661	7.13301	6.70171	7.72256	4.8591	2.64832
g8142.t1	5.09691	2.42345	2.3661	1.25508	3.2572	2.81368	0.823533	1.68348
g4633.t1	11.8626	5.63964	8.38191	8.75936	12.0544	10.6009	10.9309	3.48446
g8815.t1	10.0696	4.7863	22.0671	10.7387	9.84792	17.8247	21.3283	10.3965
g8643.t1	9.17854	4.36263	8.34211	5.74317	10.0308	8.11649	1.89167	5.23873
g8468.t1	15.4841	2.3863	5.99959	7.69341	6.15359	13.4057	3.67581	4.35645
g10697.t1	5.96842	2.83586	5.25593	5.58855	4.0678	6.75068	8.7656	4.01226
g9715.t1	11.6962	5.55601	9.15969	8.43806	10.3985	9.95403	3.51525	4.33755
g1771.t1	6.04638	2.87203	4.34936	3.60764	5.75936	5.57085	3.83841	2.70174
g5014.t1	33.8775	38.2572	23.8908	35.9686	54.6173	35.2318	21.3996	9.52022
g4086.t1	12.8368	6.09503	7.29931	73.0563	19.2776	15.1787	18.2744	1.58691
g6027.t1	3.29979	1.56675	3.13623	2.12741	2.51248	1.69856	1.54869	1.97964
g9921.t1	21.2218	10.0762	16.2908	3.64269	23.4424	22.015	1.70373	1.34649
g4015.t1	4.7537	2.25608	10.5458	8.58342	3.63504	3.51867	1.64794	0.795054
g10800.t1	7.09903	3.36855	7.74839	12.752	6.39607	6.19862	3.9513	2.24366
g2368.t1	5.38949	2.55689	7.29283	8.60144	5.43347	7.16853	3.56372	1.06727
g9386.t1	70.0173	33.2065	16.8221	60.5127	49.7389	34.928	21.5487	103.503
g663.t1	12.5551	5.9538	10.0957	20.4189	12.8621	13.2905	11.5167	7.41248
g304.t1	62.6344	29.7012	119.221	495.353	54.6915	35.4809	822.241	35.0813
g5794.t1	10.9652	5.19923	9.23308	18.0834	11.5672	8.53186	21.2624	1.76178
g7412.t1	10.5418	4.99776	10.3302	0	16.9162	13.3894	1.18137	6.67719
g6791.t1	11.0805	5.25264	9.1815	9.28597	8.25596	11.5303	9.69768	8.09825
g9756.t1	2.95591	1.40123	2.63374	0	3.14298	4.21277	0.295994	0.456692
g1488.t1	19.0836	9.04598	26.7035	9.16314	15.9396	26.5859	15.7015	22.0266
g689.t1	12.5437	5.94254	6.96909	0	14.0768	12.0573	0	1.62836
g8543.t1	14.8106	7.01462	16.2705	3.81235	17.0429	15.9489	2.92274	4.87195
g178.t1	6.02508	2.85347	3.74979	23.3583	7.31111	7.06354	17.0449	3.89125
g1780.t1	46.3407	21.9448	30.4862	20.1132	19.4434	20.385	16.0349	60.5184
g2528.t1	17.9066	8.47649	23.5549	22.046	10.8947	26.026	32.05	28.023
g1364.t1	27.9185	13.2121	15.1913	17.7963	21.9903	18.3716	7.28783	13.0971
g6900.t1	7.68147	3.63471	5.33643	4.17037	8.30134	10.0687	2.0212	2.8705
g9622.t1	16.8217	7.95951	7.75613	19.0139	10.8094	12.2103	3.45115	5.21076
g5431.t1	23.248	10.9996	18.3497	28.6195	28.305	20.057	13.0557	11.2865
g3933.t1	15.8738	7.50955	13.2279	119.719	78.7456	60.7658	6.15067	1.85254
g981.t1	84.2991	39.8652	139.072	338.034	119.537	15.606	333.227	70.1546
g7983.t1	12.5867	5.95077	5.08437	4.70154	9.36059	10.4864	4.364	3.64743
g3296.t1	12.1657	5.75147	11.2786	18.3953	10.2972	7.08446	15.7997	6.34204
g10739.t1	3.54873	1.67749	1.65734	10.3541	5.15455	4.22388	2.10145	1.01926
g5148.t1	4.69945	2.22139	4.98669	1.96463	5.27285	5.58824	2.58265	1.39364
g6390.t1	4.80165	2.2695	4.21858	1.53538	5.22839	5.19071	0.256396	0.615613
g9374.t1	3.95696	1.87014	3.29139	1.69098	3.67467	4.29255	0	0.486895
g3980.t1	7.21679	3.40981	5.08197	3.62367	11.9478	6.19054	3.24595	8.81851
g5849.t1	5.15859	2.43735	6.29864	1.29512	5.97631	4.30773	2.09115	9.37394
g9956.t1	16.0317	7.57196	13.3656	23.4472	19.4261	8.83222	12.2462	14.9252
g8931.t1	5.35392	2.52858	5.19967	5.05705	6.90624	13.9553	1.5829	3.88117
g640.t1	5.42759	2.56225	5.92949	5.10597	3.80554	3.24891	4.69124	0.814491
g7798.t1	3.27397	1.54521	5.0572	5.38073	5.36676	7.91115	4.53359	9.88866
g1802.t1	3.63319	1.71469	1.81176	0	4.67702	3.79034	0	0.513744
g8231.t1	7.89253	3.72359	8.53944	3.4594	5.11816	4.48066	4.76361	3.91766
g8012.t1	7.21949	3.40444	5.05128	4.20729	3.98987	3.16399	4.73594	8.77264
g3477.t1	9.31705	4.39344	8.64467	0.424806	9.75271	10.7314	0.584919	2.10677
g5796.t1	5.03821	2.37555	5.84955	1.13037	5.59935	5.42895	0.400661	1.76212
g7516.t1	7.84414	3.69832	10.4065	0	6.07538	6.17409	1.73594	3.3463
g8538.t1	4.2447	2.00068	5.4233	0	5.34733	4.0915	0.0828303	0.340939
g5734.t1	14.7351	6.94517	18.3259	65.9583	10.9581	14.3162	55.3267	14.0507
g10333.t1	121.688	57.3397	47.8706	181.134	76.1037	61.2407	140.174	154.031
g5847.t1	7.10147	3.34598	6.4254	1.29061	6.07522	7.41816	0	0.793635
g10232.t1	17.5545	8.26696	22.7414	16.5868	16.2969	19.1243	26.4548	38.2604
g7233.t1	10.9989	5.17715	8.45705	15.8346	9.79769	8.6384	5.25761	2.2782
g7998.t1	10.8034	5.08372	16.1916	13.8195	11.0698	11.0452	8.3212	7.80397
g481.t1	8.95222	4.21239	13.6042	10.3928	7.1255	14.3519	7.52123	5.56487
g1911.t1	6.08583	2.86342	7.40304	11.7826	5.65345	6.89383	7.77982	5.52763
g9749.t1	5.06568	2.38307	4.74073	2.80715	5.30736	6.73378	1.86481	2.52089
g683.t1	8.39371	3.94865	10.2937	1.14301	8.50915	5.62078	3.5773	11.5986
g11020.t1	31.5362	14.8351	6.09822	0	11.7655	6.61934	0.496617	0.509577
g10716.t1	26.5885	12.5055	39.6884	54.8181	18.3026	30.9049	47.0978	21.7103
g3437.t1	6.02637	2.8341	4.29054	1.02307	3.94295	4.35169	0.414331	2.55815
g10046.t1	5.69501	2.67819	7.39602	1.43724	5.27875	5.75771	3.17956	3.06832
g1313.t1	7.91196	3.71979	18.0473	31.3537	7.91187	6.15914	57.5052	18.4633
g5811.t1	10.2811	4.8334	7.64614	5.53225	10.1362	10.4854	4.356	5.70259
g5761.t1	8.3885	3.94264	5.43681	0.388158	8.31186	8.44935	3.2129	1.79026
g233.t1	22.5368	10.5905	20.2597	19.2595	24.9564	16.217	19.0838	22.3499
g4382.t1	10.2237	4.80423	9.11495	0	4.82637	19.2562	0	0
g7421.t1	14.3392	6.73706	19.4654	3.54151	21.2527	19.7915	0.724493	1.24129
g8117.t1	14.5194	6.82019	16.2406	0.988376	15.0163	22.438	1.19446	4.9138
g3367.t1	15.6973	7.37292	11.6646	6.60482	12.4052	15.0174	5.31452	2.91498
g2814.t1	8.61448	4.04504	8.75697	4.76105	4.78453	5.6268	5.88747	2.03489
g10463.t1	7.34453	3.44706	17.5329	78.2324	13.015	7.90575	67.4165	8.90911
g5517.t1	6.37855	2.99346	6.00779	5.67742	6.76307	6.84459	3.30044	1.86509
g87.t1	22.8251	10.7095	22.3207	10.099	15.9276	25.4219	9.82037	19.4119
g1010.t1	8.38361	3.93348	9.76191	37.0972	12.196	16.8126	32.9957	12.8901
g7609.t1	7.90238	3.70754	4.14974	12.0611	14.0857	9.34086	4.02533	2.86605
g8749.t1	6.8069	3.19333	12.6191	13.4196	9.3724	15.8561	14.8189	14.7168
g7504.t1	4.54668	2.13178	9.09586	5.40097	6.82108	4.67004	4.2099	10.3496
g5136.t1	8.24067	3.86241	3.50249	8.55993	37.8933	16.3119	3.23261	0.463884
g5143.t1	3.39446	1.59094	3.10658	2.88918	6.85348	5.79321	1.79701	2.00825
g9156.t1	5.81803	2.7268	5.77942	0.796897	8.36725	6.51073	0.704013	1.18979
g8376.t1	32.0502	15.0207	28.5003	24.6718	23.3415	29.5267	17.8076	20.1925
g1479.t1	12.589	5.89729	9.58286	2.40486	4.45959	11.7215	0.424891	2.61745
g1692.t1	6.53099	3.05937	4.53975	3.70924	7.23324	7.63927	3.72933	2.49309
g1286.t1	6.8523	3.20955	3.52562	4.29881	7.21376	7.75401	0.48053	4.94237
g6595.t1	16.6558	7.80121	15.117	5.04141	16.6205	16.1682	2.1028	7.0929
g4878.t1	6.34508	2.97131	6.55904	0.254363	5.68359	10.551	2.71453	0.847931
g10726.t1	16.5105	7.73084	11.1935	0	11.8302	13.4537	1.74425	3.44048
g9554.t1	14.7713	6.91337	9.48149	3.33661	14.5239	13.8894	1.8378	2.47498
g7600.t1	6.18226	2.8934	2.66514	0	11.0321	7.96327	1.28905	2.20893
g1567.t1	32.9792	15.4344	34.4332	20.1532	27.1043	49.8307	16.5592	21.1633
g5546.t1	11.3529	5.31307	11.0259	12.2854	8.8535	11.7373	7.44883	7.07713
g2509.t1	37.9733	17.7702	28.5778	25.3993	27.7363	29.47	7.76585	19.1504
g9488.t1	18.5785	8.69255	11.9548	7.36337	13.4735	26.9518	10.6548	20.9177
g972.t1	5.68263	2.65689	3.49786	2.30382	6.38381	7.22931	0.227598	2.95401
g6497.t1	13.4915	6.30707	14.8321	24.8204	8.92807	11.2813	9.29383	5.69877
g1892.t1	5.34819	2.49945	3.8717	5.05207	3.60287	4.38998	1.34573	5.26534
g10520.t1	13.5825	6.34635	16.9973	19.0075	13.973	8.03397	26.552	8.01969
g9590.t1	4.54332	2.12206	0.858637	2.03002	7.2846	3.37312	1.36597	0.70217
g8243.t1	8.76768	4.09318	7.03288	1.48225	8.32957	7.51801	0.850641	3.25578
g6172.t1	7.19013	3.35639	7.0406	20.08	5.65747	7.35653	11.9593	3.15885
g1284.t1	12.182	5.6864	9.63042	10.2921	9.19205	8.16268	8.99729	2.54756
g7944.t1	13.8382	6.45875	8.53302	28.5091	11.7335	7.92227	15.1148	41.0947
g3929.t1	7.53309	3.51527	6.1135	28.3345	27.0263	10.4878	5.80559	1.7565
g6094.t1	4.62578	2.15848	3.48779	17.4026	6.45577	4.67472	5.69592	3.53082
g8861.t1	3.55431	1.65802	1.37952	13.585	5.27295	2.5811	0	0
g2180.t1	4.78702	2.23257	4.95867	0	3.88637	3.322	0.87905	1.57313
g1379.t1	12.7553	5.94801	17.1551	8.6206	18.0008	25.8051	5.93966	18.2313
g10686.t1	9.92181	4.62586	5.2819	5.99388	10.9145	6.67141	2.83898	1.82707
g5390.t1	11.6531	5.43214	5.66604	32.8879	6.38659	7.78891	14.5683	1.57217
g212.t1	6.30838	2.94056	5.01243	0.694671	7.49707	6.61223	0.979456	1.55899
g3363.t1	6.24644	2.91032	14.1753	10.8529	7.85043	11.4443	10.0971	10.5221
g492.t1	13.033	6.07216	11.951	56.4454	12.2515	9.81013	63.4422	5.49785
g2584.t1	6.89159	3.21049	7.4568	0	10.1106	9.29583	0.416825	1.85802
g10661.t1	5.80444	2.70358	12.0254	55.5522	2.67259	6.88837	61.535	13.4409
g2273.t1	10.5667	4.9199	5.34375	9.50523	8.43007	8.45942	4.29102	6.85741
g7635.t1	9.99095	4.65148	9.04858	0	10.0302	13.3407	1.06478	1.82506
g3723.t1	17.7	8.23779	22.6745	3.97355	17.1632	19.2388	6.20801	8.80605
g4133.t1	6.29799	2.93083	3.29439	0	6.05617	5.07454	0.587003	1.20722
g7703.t1	10.9356	5.08843	12.5501	11.3082	8.16371	9.48881	5.99472	6.88268
g7211.t1	8.36438	3.89203	6.9987	1.12161	9.1499	9.21132	1.4517	1.95574
g1959.t1	29.3346	13.6469	23.9663	45.5387	28.2952	25.3335	22.3479	6.05296
g365.t1	11.8299	5.5022	9.97884	7.26143	8.89834	15.3614	6.24763	6.29594
g4404.t1	4.84057	2.25135	4.82832	2.61093	5.99782	5.18258	2.34965	2.30384
g10182.t1	4.0898	1.90187	4.33649	1.85784	4.66294	5.53627	1.2499	5.31602
g293.t1	23.035	10.7082	10.6091	16.5568	19.3511	18.2685	10.0697	19.0877
g4283.t1	27.3044	8.07798	7.6334	15.4829	15.4036	28.6127	7.82691	7.65701
g5304.t1	6.55725	3.04709	9.48147	7.4868	8.11337	7.95773	4.23765	2.19756
g717.t1	9.14912	4.25083	13.6849	3.91059	10.7945	17.1258	5.96013	5.17365
g10963.t1	22.0047	10.2212	19.7087	9.35356	14.3376	18.955	12.3596	11.4321
g5451.t1	5.40458	2.50995	3.421	1.03411	4.64785	3.13176	0.441726	0.980516
g3178.t1	17.015	7.89815	7.16702	2.52504	16.3213	12.8451	6.70195	3.89742
g862.t1	16.8497	7.8208	12.8544	1.40599	14.8319	16.1221	1.14855	3.07212
g8066.t1	1.62218	0.752875	0.380642	0.334877	1.43986	1.19708	0	0.337229
g9289.t1	9.57496	4.44273	5.8664	5.34122	5.02417	6.83937	2.35319	5.63611
g8019.t1	5.88478	2.73043	3.35281	21.5571	8.12814	6.92075	5.23746	2.1249
g6151.t1	12.3845	5.74589	17.5438	15.3042	15.3649	15.4566	6.68516	12.4722
g10979.t1	6.65939	3.0883	6.22537	5.48789	6.7425	6.90228	2.18988	1.92698
g9651.t1	6.37114	2.9545	3.92347	2.7877	8.33119	6.33685	2.15095	8.094
g1545.t1	92.5593	146.916	26.647	87.0477	75.4892	30.109	26.8623	25.9234
g3256.t1	14.587	6.75987	25.6221	10.7846	14.0296	26.5704	9.46599	13.1051
g5395.t1	6.10985	2.83139	4.01018	0.247632	8.30839	7.39525	0.932904	2.51522
g4685.t1	16.4946	7.64204	10.3201	5.64543	19.1336	18.0434	14.2076	10.1359
g3014.t1	7.50348	3.47631	8.72602	1.83315	5.78954	15.2636	7.50755	8.28045
g1484.t1	10.0705	4.66502	5.2002	1.85227	5.59652	7.94043	1.37786	4.42177
g7648.t1	10.9829	5.08696	3.44907	8.83277	8.70425	9.00301	4.21862	5.6016
g5455.t1	7.76151	3.59449	5.01895	0.516716	5.36697	4.0173	3.18528	6.219
g4789.t1	3.95547	1.83171	8.1596	2.58065	4.26868	7.64781	3.70691	5.73379
g3071.t1	19.9214	9.22219	17.5702	3.0295	23.1728	22.7977	1.47607	2.93477
g6769.t1	6.60321	3.05565	10.0353	0.694879	9.15692	11.3822	1.89921	4.52192
g1808.t1	16.5597	7.65679	11.4998	2.67709	13.5954	7.23656	12.4037	8.09475
g10710.t1	9.75059	4.50779	38.9271	60.9658	9.94157	8.77286	84.33	12.459
g5382.t1	7.84843	3.62798	2.79407	0	9.56127	7.0539	0.273949	1.78528
g6281.t1	11.2797	5.21353	8.78059	5.36475	8.89206	12.8894	4.49591	3.82279
g8835.t1	17.3043	7.99783	28.3435	311.366	15.389	18.5659	197.705	17.1849
g9968.t1	9.02643	4.16993	4.97609	2.77705	6.80817	3.96453	0	2.04232
g344.t1	15.7978	7.29667	13.3838	12.3477	15.2781	14.5478	16.3542	14.442
g2521.t1	10.4141	4.80926	12.1545	7.55285	6.71251	7.94355	8.16322	13.9042
g1988.t1	55.8691	25.7993	9.86718	31.0954	44.151	19.3247	37.5182	40.7748
g10748.t1	6.90663	3.18796	8.28898	2.6254	8.33317	4.57858	9.03798	19.3928
g8561.t1	7.15622	3.30182	4.74141	5.55647	6.48759	4.12641	1.40785	3.95168
g1515.t1	7.32796	3.38074	5.5183	0	6.37206	10.7474	1.23783	2.41896
g5460.t1	16.3553	7.54484	12.0664	2.89502	11.3958	13.3808	0.616807	2.13275
g1970.t1	85.8173	39.5879	243.8	48.6095	82.4323	98.0119	37.4068	69.9651
g937.t1	22.4738	10.3556	7.81725	26.2898	12.602	12.9193	10.2927	40.9851
g9791.t1	81.6611	37.626	62.6257	59.4531	46.4359	33.5302	57.5004	75.0269
g9614.t1	17.0505	7.85604	30.3252	86.8938	27.7634	23.6363	136.384	5.69946
g93.t1	9.70755	4.4723	5.89479	3.61744	10.9101	5.12485	0.744281	6.13467
g9365.t1	13.0803	6.0242	10.1526	1.61916	12.3587	13.703	1.52159	1.57773
g3010.t1	10.2959	4.74169	14.4632	1.24614	6.54651	14.1584	3.32975	9.75776
g10500.t1	16.4614	7.57901	17.7202	8.85222	9.67535	14.0193	6.61506	20.2367
g10484.t1	53.8871	5.21353	17.3854	25.3508	16.6121	29.6162	3.53244	14.8063
g572.t1	5.30262	2.4406	4.19195	1.35403	6.82814	6.71621	0.189915	0.698278
g3018.t1	5.25942	2.42047	11.2261	0	6.45339	11.0602	0	5.06524
g2634.t1	5.84541	2.68987	4.14093	8.25118	4.51534	3.38379	15.608	4.15757
g8291.t1	12.9056	5.93808	11.006	28.8803	12.2334	19.3003	3.51824	2.31747
g10122.t1	16.1161	7.41514	39.0882	9.9653	15.7241	33.0574	25.4717	34.0789
g7124.t1	12.0799	5.5564	15.9347	5.16015	27.3722	25.2112	1.49635	1.53816
g10235.t1	12.2513	5.6349	13.9381	5.39388	14.0478	12.6907	2.19952	4.41703
g10744.t1	11.8839	5.46562	13.7063	0.826546	18.042	23.2682	2.68567	10.6942
g1927.t1	4.38167	2.01499	4.20465	2.42984	7.40887	4.75195	1.20653	0.551624
g9112.t1	7.36809	3.38773	8.55722	4.92081	4.96399	8.94154	3.6844	3.90737
g8381.t1	9.07433	4.17186	4.30518	5.52158	7.931	4.94701	3.86269	5.83551
g781.t1	5.38323	2.47482	3.80428	7.53342	4.8104	4.67882	8.15083	6.58747
g10921.t1	4.50445	2.07071	5.37592	0	12.2574	3.17396	0.382352	2.35616
g8185.t1	6.55904	3.01441	9.76106	8.50202	9.54289	8.64755	8.26241	5.64647
g5679.t1	8.28649	3.8082	3.93562	11.2983	7.54618	5.48942	10.0628	1.63942
g698.t1	9.18757	4.22215	2.83576	0.809191	10.3776	7.2651	0.816987	1.26063
g2683.t1	11.2609	5.1749	9.66628	8.25341	10.5569	15.7326	5.11471	10.4802
g7982.t1	8.55927	3.93337	6.06457	2.51609	8.15673	4.9816	2.70588	2.15106
g5121.t1	6.24043	2.86699	4.06684	4.98781	5.26778	3.11977	1.16622	1.52777
g6312.t1	27.1444	12.4674	16.2688	14.8764	15.1351	34.283	4.84804	8.72654
g474.t1	71.9648	33.0521	323.879	163.378	152.982	420.711	155.924	149.25
g7275.t1	7.44139	3.4176	48.2069	13.7375	13.7938	32.8999	37.4194	41.9913
g7787.t1	9.19117	4.22042	8.93881	1.59916	13.8003	11.7312	1.58991	2.5219
g6519.t1	8.12873	3.73187	9.29385	3.00223	4.71197	6.60967	2.2243	6.17835
g7089.t1	5.72293	2.62693	6.31871	8.20559	7.57645	4.54073	2.37605	4.30707
g7349.t1	14.9066	6.84136	14.8484	5.28344	11.3896	20.7955	3.71332	6.63619
g7958.t1	13.7683	6.31832	11.0979	14.4849	15.1221	14.9797	16.9481	5.85753
g10080.t1	6.19601	2.84316	3.15662	5.24918	7.76966	4.27626	2.50877	3.41356
g3489.t1	14.6782	6.73094	15.8963	41.4757	38.7209	46.933	13.3517	5.22733
g6945.t1	6.0509	2.7734	2.15694	4.83238	3.41313	4.43737	2.51579	9.66517
g2398.t1	30.29	4.11454	10.9066	18.4266	13.1501	22.888	4.81838	8.31385
g7993.t1	4.56039	2.08981	3.71436	7.82111	6.89059	6.04969	1.67812	2.67604
g8688.t1	27.1141	12.4228	28.9802	18.986	36.6417	45.3435	14.4551	35.1842
g2638.t1	21.5818	9.88799	13.0442	1.98586	23.4572	26.7931	0	2.31998
g2392.t1	6.05885	2.7757	3.21274	0.45418	4.43823	6.16275	0	1.28983
g10199.t1	7.26681	3.32869	18.2632	41.6609	10.7562	8.41742	63.3103	1.65481
g108.t1	7.76929	3.55842	6.61436	4.96395	5.68731	8.4575	4.59118	3.01267
g2473.t1	10.4649	4.79283	9.37673	17.0164	8.11929	7.23688	16.5369	2.82211
g2700.t1	7.03431	3.22102	4.2089	7.28956	4.66045	4.05919	5.51352	3.29657
g8771.t1	7.62003	3.48889	4.91637	2.54646	8.59433	4.19463	0.968774	0.451447
g4915.t1	3.13621	1.43592	2.69317	2.76812	4.49854	3.33814	2.61834	5.82548
g8616.t1	4.02009	1.83996	3.13993	0.969498	7.76254	9.02432	5.38404	0
g8109.t1	11.9709	5.47892	8.35493	10.7349	10.5533	12.0378	4.28031	11.7096
g7276.t1	12.7499	5.83524	4.41267	9.61242	8.86445	8.60684	3.00837	3.12956
g5256.t1	24.1801	11.0634	8.66912	8.37705	35.614	19.0367	3.18467	5.65308
g11.t1	35.7334	16.3429	19.0844	34.0435	40.1018	30.9696	10.4637	16.0398
g9633.t1	43.3783	19.8391	39.6014	44.2623	40.5271	36.1869	27.6208	19.4746
g10397.t1	9.51536	4.35173	10.9229	8.20601	4.92643	11.5015	8.88679	10.1027
g2238.t1	12.2716	5.61077	9.94226	7.7993	13.5151	14.1264	4.46788	7.0278
g4858.t1	7.21108	3.29614	2.95087	0.98139	7.38429	6.87746	0.677697	2.78795
g8623.t1	7.39672	3.38063	8.34249	0.720756	7.69307	4.8712	1.39513	1.59985
g9070.t1	15.6249	7.13995	11.993	0	13.5847	11.93	0	0.754312
g9782.t1	5.04056	2.30144	3.42129	4.64834	6.13326	4.2375	2.25023	2.48888
g2950.t1	5.1804	2.36523	3.81753	0.699241	4.37299	4.98322	0.785588	1.33121
g1907.t1	20.9971	0.824335	4.5984	12.9341	5.80885	13.6222	1.9878	5.74844
g8370.t1	10.4163	4.75507	5.74755	4.74418	10.1904	13.7393	1.99766	3.0812
g1274.t1	8.66643	3.95615	10.8922	7.60909	7.27034	7.78484	9.85245	7.17617
g137.t1	9.44288	4.30998	4.15673	3.66396	9.81784	10.3375	1.07789	1.91224
g5936.t1	16.2221	7.4036	9.09047	0	13.3647	16.6949	1.61782	2.44854
g3031.t1	20.9738	9.57213	17.3104	2.82371	23.4213	18.1284	4.06989	8.78747
g7259.t1	4.69356	2.14175	4.47151	2.14276	7.26006	6.54575	0.583732	0.720657
g5184.t1	7.42188	3.38558	5.03451	3.47952	10.0373	8.70791	2.43288	6.61116
g1185.t1	15.365	7.00793	9.49796	11.8565	10.8641	15.4071	6.27902	15.7042
g3527.t1	13.4287	6.12451	24.955	28.8289	25.4869	41.0866	12.4694	14.5356
g9525.t1	7.07256	3.22518	4.72487	3.86108	8.37462	8.90248	0.521931	4.39883
g10696.t1	9.33424	4.25506	8.63731	8.39174	7.54908	6.65493	5.84548	3.4558
g2118.t1	8.75417	3.99059	5.8921	11.1167	15.2259	13.5304	5.16289	4.26888
g10175.t1	101.217	46.1283	56.2345	403.265	97.5883	72.4544	180.611	150.313
g8552.t1	7.57983	3.45182	5.35804	4.02395	9.82313	6.24592	1.95596	4.11157
g8188.t1	5.62432	2.55963	6.27873	2.64518	6.64252	14.8171	0.457509	2.1166
g3927.t1	8.03313	3.65471	5.82021	0.311698	7.77961	5.51562	0	1.65768
g10470.t1	21.0137	5.76343	5.51773	20.5829	13.7204	10.9808	13.0979	5.74609
g10098.t1	19.4824	8.86333	14.2282	29.9521	17.2647	16.5859	20.8631	20.8973
g5702.t1	10.7533	4.89184	7.98974	0.535276	12.7024	6.77048	5.10247	3.83975
