Gene	TAP0	TAPHL15	TAPHL120	TP0	TP15	TP120	TPHL15	TPHL120
g10307.t1	2.25215	0	5.52637	6.4575	2.83623	1.51	25.9675	0
g10553.t1	5.29265	0	15.1558	0	2.94734	0	0	0
g10691.t1	13.8449	0	9.39557	17.6349	9.2368	8.81589	7.59068	12.7186
g10774.t1	3.68228	0	0.524593	2.15091	1.14484	2.44628	1.88574	1.24444
g10930.t1	26.4359	0	24.0208	2.50504	24.9454	25.4256	2.90116	51.3583
g10991.t1	4.11977	0	8.45699	14.1962	4.55096	6.22325	0	6.11492
g11019.t1	0.455234	0	0	0.417863	0.470044	0.0731518	0	0
g11025.t1	0.365545	0	0.571335	0.993997	2.51568	1.97342	0.3444	1.06142
g11027.t1	4.70007	0	3.05747	1.2421	0.850653	1.59025	0	1.35684
g11034.t1	1.5232	0	0	7.71588	0	1.46257	2.92123	0
g11035.t1	3.20374	0	0	0	0	0	4.04616	0
g11042.t1	1.50274	0	0	0	1.19242	1.29176	0	0
g11047.t1	16.7773	0	12.8588	0	39.6658	70.0944	130.583	0
g2219.t1	5.5767	0	0.819201	1.67742	0.88277	0.98611	0.558364	1.53119
g2294.t1	7.81107	0	1.28001	0	3.42046	4.20319	0	0.889896
g2771.t1	2.19404	0	3.12781	0	1.30361	1.79013	0	0.66009
g3114.t1	23.1846	0	10.5102	13.4843	24.3855	24.9295	10.1958	14.0895
g322.t1	3.17807	0	2.79497	25.9682	2.3282	5.69829	7.9106	3.59347
g3327.t1	4.43344	0	4.9886	0.926671	5.31151	4.98127	0.957167	2.29479
g3591.t1	6.53754	0	9.89334	1.68241	6.39575	6.39119	3.23017	2.36235
g394.t1	3.2174	0	0	6.55434	1.96827	2.63543	1.14476	0.783819
g4391.t1	1.07133	0	1.44348	0	3.20802	2.10165	0	0
g4551.t1	1.86403	0	5.37511	1.67827	7.35786	5.04367	1.96145	2.09222
g4634.t1	7.81733	0	5.88468	5.26351	3.37669	3.91622	0.270975	1.25437
g4781.t1	0.182103	0	0	0.960183	1.24891	0.176017	0	0
g4841.t1	1.59951	0	11.719	0	1.47834	1.97613	0.380826	0.39113
g5731.t1	2.3154	0	0	1.237	0.564724	0.452368	0	9.68384
g6316.t1	3.16835	0	2.67728	1.92002	4.00132	2.27276	5.69084	0.341507
g7384.t1	3.75512	0	14.1316	5.03752	5.22285	0.302957	33.322	0
g7426.t1	0.245721	0	3.58612	0	3.38139	1.19386	0	1.62869
g5843.t1	52.831	183.46	48.4259	43.4802	69.1515	46.7715	72.1388	53.5345
g8155.t1	2.76368	0	3.13055	0	2.02993	3.55436	0	0.549253
g8509.t1	2.48768	0	0.359601	0	1.64601	2.01592	0	0
g8621.t1	6.22994	0	0	0	3.29157	5.55486	0	2.84017
g8664.t1	2.75546	0	1.37271	2.10425	5.16345	5.42188	0	1.12632
g9008.t1	1.51571	0	3.33127	1.34467	4.62841	1.48373	6.61654	0
g9083.t1	4.87132	0	3.48549	0	7.05022	4.72461	1.51725	1.16874
g960.t1	0.907873	0	0.495465	2.61934	0.617442	0.683753	1.74841	0
g9728.t1	0.484888	0	0.496402	0	0	0.961558	0	0
g9983.t1	4.56653	0	3.48892	0	3.64367	2.22865	0	0
g9988.t1	1.88251	0	0	0	0.577799	0.76072	0	0
g10957.t1	0	0.04723	0	0	0.344634	0.239804	0	0
g11040.t1	0	8.07721	4.72097	0	5.46545	0	0	0
g1151.t1	0	2.45766	3.4593	0	4.79509	3.74892	0	1.16412
g2746.t1	0	0.795123	0.821108	0	0.95851	0.792016	0.796036	0
g3125.t1	0	1.18026	1.49344	3.0968	4.60799	2.34277	0	0
g3878.t1	0	3.29529	0	0	6.96212	0	0	0
g4374.t1	0	1.25228	7.04713	0	9.539	4.64204	0	2.47879
g8344.t1	10.75	21.6689	7.5097	27.9059	9.06847	3.6039	32.7087	0
g10977.t1	12.4508	13.199	3.87544	5.16122	4.54475	8.13579	5.24796	0
g5591.t1	20.8383	16.7659	43.2852	95.7592	22.4623	9.29543	101.676	0
g873.t1	14.2607	8.52866	9.10978	2.67303	17.0418	11.3884	2.97522	0
g5448.t1	14.8469	8.83111	6.24816	0	10.4751	13.28	6.30506	0
g3033.t1	10.3226	4.71283	7.56341	0.658898	17.4275	9.33383	0	0
g8113.t1	10.38	4.39544	4.16035	1.66197	11.7404	10.5983	2.21186	0
g2585.t1	15.2895	6.34021	6.95301	7.06288	17.0404	9.29446	0	0
g8139.t1	13.0851	5.4163	10.4601	24.8672	8.36516	12.2892	38.1072	0
g9094.t1	10.5224	4.29996	15.4819	0	15.3115	10.7046	0.796614	0
g8782.t1	13.4267	4.53102	4.71898	0	8.82044	10.6783	2.38584	0
g970.t1	6.03411	194.27	23.6761	10.8017	24.4411	10.4929	12.2449	5.81539
g979.t1	22.6524	707.219	27.886	20.794	141.767	32.2913	60.19	46.0442
g3530.t1	9.96691	304.122	15.2399	3.69557	54.393	19.6935	22.021	16.8484
g8913.t1	4.87931	141.226	765.36	71.3514	123.67	426.282	388.533	951.663
g9342.t1	11.6606	3.70758	7.13464	1.7755	9.55322	13.1466	0.918748	0
g11029.t1	1.29561	34.9044	2.83923	68.8702	16.4011	12.5529	13.0337	0
g7577.t1	35.9025	911.895	88.1635	5.75719	269.7	39.5934	61.991	30.7535
g6909.t1	2.49438	60.723	12.5187	0.825418	37.2062	14.8003	23.5905	9.70094
g2231.t1	10.916	2.75998	5.77717	2.43843	8.17744	7.66656	0	0
g8340.t1	16.4737	3.23581	8.185	0	6.50665	9.1146	3.06719	0
g6323.t1	19.8179	434.485	17.9794	6.55797	169.771	17.9604	54.126	26.9211
g11032.t1	33.8143	5.87379	36.7772	0	25.8439	34.7819	0	0
g2135.t1	5.9047	126.877	20.7671	17.3806	66.8316	10.119	31.8437	12.6729
g6739.t1	10.657	1.56433	3.83457	24.7875	5.80102	8.32856	0.807029	0
g8532.t1	27.6908	3.90158	8.78608	7.24816	12.9449	21.6768	1.5377	0
g5967.t1	7.9102	169.269	979.95	81.2088	266.854	444.379	1385.53	1317.4
g7724.t1	4.16868	33.4106	312.865	12.9052	9.20236	76.2179	253.79	490.568
g5693.t1	7.04464	10.7836	262.038	18.812	38.9446	154.394	408.074	512.329
g10902.t1	8.17738	149.596	30.1811	0	26.2213	48.0227	51.0035	39.8621
g4601.t1	6.40304	174.967	264.188	42.5603	151.183	184.753	300.011	453.971
g4309.t1	23.0477	1202.5	547.516	79.0477	283.855	442.236	1003.61	1627.21
g1525.t1	4.56387	68.9575	12.1588	0.451963	17.6379	7.5043	6.49071	6.06967
g10440.t1	6.95374	286.095	258.007	32.7522	188.559	154.576	413.612	485.837
g9563.t1	10.773	366.427	146.519	45.7556	73.4045	78.3921	584.468	572.209
g9527.t1	6.5489	18.6292	201.683	17.6185	30.2982	24.4913	296.867	321.293
g10681.t1	7.3534	106.154	21.0876	8.74715	97.1154	15.9957	43.9406	24.8281
g10665.t1	11.6403	14.4243	385.784	61.3445	229.076	472.006	364.955	532.82
g4600.t1	8.52461	69.4373	439.238	25.0634	81.2005	212.516	294.844	344.423
g2023.t1	3.11881	40.9923	13.442	0.805009	17.9482	12.3226	13.8974	20.161
g7552.t1	4.09412	52.297	0.444441	1.52191	25.7135	5.41158	3.30399	1.896
g6324.t1	15.2345	194.026	7.10717	0.292955	63.1792	3.16645	7.21367	11.6108
g8157.t1	5.42979	119.701	87.9299	11.2578	78.9849	99.8548	88.3394	218.077
g9917.t1	14.0358	1256.49	563.743	34.8036	587.601	187.116	391.479	553.814
g4422.t1	15.5514	194.619	25.7905	40.1901	146.587	11.7846	60.7786	23.7281
g5954.t1	7.74015	96.835	29.3529	0.674632	125.619	36.0981	32.9466	18.1897
g7410.t1	11.3852	42.5356	102.331	759.331	150.628	169.192	777.354	394.428
g7497.t1	3.06696	284.871	77.6655	15.0566	162.397	39.5244	121.953	103.906
g6730.t1	8.00682	97.99	27.149	4.32587	53.9496	15.2941	22.1016	19.8075
g3286.t1	21.5036	258.981	35.7629	9.64326	134.879	25.7296	41.6484	52.7172
g3410.t1	6.77323	2.38898	486.739	29.5582	12.3197	601.546	113.855	197.209
g560.t1	11.9226	70.5117	219.297	15.2797	198.195	108.991	276.341	333.149
g4664.t1	6.05337	34.2467	76.5644	5.82228	32.3296	44.2409	89.2793	167.237
g235.t1	4.59081	53.3083	9.40109	5.1278	21.2727	7.17234	29.9556	15.926
g1524.t1	6.68465	76.9595	16.2213	2.02299	22.6417	15.9218	6.29067	2.76006
g7008.t1	5.30638	20.5926	167.499	55.7307	17.8875	97.083	68.1799	126.699
g8494.t1	12.228	139.686	27.07	3.81355	65.8955	19.4592	47.2035	28.1774
g6601.t1	6.05404	69.129	11.3852	8.06322	10.3428	6.34061	36.9053	19.6348
g7023.t1	9.95136	356.139	67.8151	4.86997	71.802	51.8073	110.76	211.194
g9320.t1	11.5698	9.35251	184.501	38.9643	27.4828	69.9363	96.1957	228.023
g4223.t1	63.204	91.8456	26.5804	167.678	74.6349	61.3319	126.576	1195.48
g9777.t1	5.08761	41.3902	65.5598	10.6275	90.0587	43.3149	83.9341	87.127
g832.t1	53.7223	599.072	177.049	22.2304	365.177	91.684	111.403	134.203
g7006.t1	30.2342	334.95	60.0185	61.9666	124.851	51.2927	195.332	56.964
g2069.t1	6.14772	113.29	77.8743	8.69556	125.315	28.3721	78.992	95.2633
g2179.t1	0.616509	6.7859	0	0	0	4.29985	4.01356	11.0376
g9691.t1	33.0932	363.568	81.5247	11.1102	130.079	33.4648	59.1446	79.1472
g3146.t1	29.1323	1213.97	207.823	7.40694	149.08	85.7521	360.904	392.124
g9242.t1	16.7015	194.385	105.058	15.8599	179.526	67.4473	124.992	215.832
g9425.t1	1.12999	12.0552	2.86636	0	100.172	3.39972	0	3.59389
g10191.t1	6.09631	64.8411	16.5126	3.23903	27.0363	18.5822	26.6939	16.3697
g7496.t1	7.02214	312.721	47.6292	11.2888	167.566	30.5936	112.412	90.6935
g1202.t1	28.0135	1034.63	173.453	36.9684	379.296	95.798	207.931	360.932
g8781.t1	9.12044	2.97295	46.879	12.7519	16.3418	52.8148	77.3428	116.86
g5864.t1	12.231	75.5157	93.0074	23.2948	125.507	49.9587	135.971	154.026
g1260.t1	2.66674	27.5611	13.5557	8.23953	6.77096	6.00068	27.1872	10.7825
g107.t1	51.439	588.347	485.303	27.1053	240.014	181.119	560.469	646.844
g9731.t1	9.11369	92.3977	24.9046	15.7321	17.4484	14.7901	46.6486	31.3118
g4656.t1	7.38136	9.15632	3.10763	14.1551	10.3453	9.8124	12.0313	91.2957
g6906.t1	4.56271	45.1916	9.1233	7.46489	12.4227	6.88989	30.8224	13.567
g10361.t1	18.3773	9.91759	193.626	17.4469	52.918	88.4642	233.309	221.663
g5092.t1	10.1969	106.98	62.6464	15.3018	112.01	54.5511	46.2241	122.612
g2348.t1	7.23119	69.4735	14.1187	3.65441	20.2195	11.4778	31.4884	24.5827
g3651.t1	6.69672	26.6535	49.9862	8.67873	9.77969	37.4258	21.6823	80.112
g8057.t1	43.5966	260.826	350.519	107.422	146.111	179.187	320.857	482.236
g4355.t1	8.63596	80.7313	54.4339	10.3893	37.7022	52.7745	47.878	85.3549
g4486.t1	43.7803	483.651	240.305	81.4731	143.039	237.401	359.022	482.27
g7495.t1	13.4059	954.24	84.5427	23.9305	688.32	73.1463	324.297	145.73
g7617.t1	12.2684	114.046	63.5084	11.6457	106.679	38.9896	77.8529	133.159
g3241.t1	10.895	58.7812	119.628	7.41231	91.3247	102.622	97.3037	116.48
g2596.t1	10.9028	99.4691	24.1058	5.13793	70.0403	21.696	27.9352	22.2504
g8395.t1	46.7236	245.985	370.819	110.937	82.6922	230.671	248.457	481.278
g4924.t1	7.38923	67.0482	9.9142	0.604072	14.5123	6.07785	10.0842	19.4836
g3909.t1	13.0343	48.8414	64.9666	1.02794	66.4526	52.9196	121.701	133.664
g3663.t1	20.6126	8.35493	82.8546	34.5834	21.7227	98.0879	91.6339	210.852
g10871.t1	13.6588	449.321	55.1225	11.8255	322.992	47.6998	147.424	138.142
g3240.t1	12.0412	7.83929	54.8227	13.8724	15.9031	35.1947	78.548	121.566
g2022.t1	6.67665	57.8206	6.8021	2.38083	16.3234	4.28955	15.6145	7.56949
g4164.t1	53.7435	62.4893	11.8041	53.2993	35.3904	29.164	38.1579	517.157
g6560.t1	3.61007	33.7035	10.708	0.523753	15.7808	10.6177	27.8922	34.6597
g4796.t1	6.45784	3.53625	3.78884	12.065	11.0182	5.7929	6.75941	60.738
g3310.t1	29.7809	255.312	23.0632	56.3926	60.2533	15.2001	123.948	72.0732
g2266.t1	10.8438	92.6436	12.7079	0.3	8.11131	7.03793	13.4094	27.589
g6052.t1	46.2456	87.3302	103.574	63.018	73.9442	102.242	175.058	418.439
g4795.t1	8.35053	5.65954	6.74477	6.56914	14.8002	11.9479	3.67353	74.7839
g9053.t1	38.7707	325.82	35.8681	38.4985	67.8311	34.3299	94.6222	76.4561
g10519.t1	12.7906	13.9814	59.9259	5.41052	29.1997	46.137	69.3155	114.396
g4681.t1	10.4919	87.9895	42.8914	6.04625	78.6959	42.8995	44.3784	16.5498
g10001.t1	52.4802	23.5141	21.6715	46.0613	52.3139	30.0515	38.7269	468.208
g4731.t1	21.1438	117.489	130.111	17.6953	67.5517	69.8956	122.047	188.497
g2137.t1	75.991	349.023	790.044	129.836	109.224	391.991	417.407	670.029
g3243.t1	31.4116	258.341	112.72	14.4519	123.653	66.9316	81.6625	70.4621
g4447.t1	26.4808	217.672	46.2266	27.1021	101.047	48.6177	168.326	42.7083
g5127.t1	24.9821	306.582	173.965	22.3121	504.995	87.7013	144.353	210.656
g6845.t1	10.0767	67.6929	46.3902	35.0434	29.6168	18.8463	82.6617	83.7079
g6891.t1	6.05991	49.3595	6.01171	6.58378	3.66253	2.89704	21.887	11.4305
g7514.t1	5.1061	33.4091	21.0232	5.31553	16.4378	10.6975	17.115	41.988
g9133.t1	32.0805	260.007	7.29113	4.53228	37.788	13.2138	5.31173	3.81957
g8512.t1	10.9183	88.3692	32.744	1.93642	11.5914	14.953	27.5021	21.8094
g5801.t1	17.2174	413.074	33.96	5.19145	49.006	16.2675	158.621	140.513
g9022.t1	17.7527	142.465	32.5977	24.3734	111.665	33.8706	80.0175	36.469
g9116.t1	17.8413	19.1454	2.3403	18.7499	12.7459	29.0895	14.3302	144.393
g151.t1	26.4737	211.223	43.5646	46.1345	48.0373	27.6574	50.2249	62.0512
g5076.t1	50.1794	400.264	52.468	31.133	89.6864	44.8734	161.476	116.196
g6941.t1	7.47544	59.5772	10.0706	5.60227	8.06813	8.67729	5.20942	3.82638
g6121.t1	8.65864	68.9626	16.5497	8.12276	35.1371	10.7105	27.1711	18.9725
g6553.t1	14.7858	29.878	16.9007	89.6525	52.5056	20.5467	123.457	117.396
g2322.t1	21.9416	174.234	30.7143	13.7553	43.1598	24.8306	84.5191	55.2832
g9650.t1	19.1512	138.165	82.9602	31.6326	46.6302	56.8745	123.646	149.472
g1456.t1	12.538	56.3634	63.5886	2.26489	40.7848	30.9481	97.1406	97.729
g8199.t1	5.42335	42.9254	3.10441	14.7165	8.43403	2.18715	21.1884	9.18262
g2189.t1	37.116	82.4946	190.272	36.4788	69.4716	197.017	101.747	286.739
g8589.t1	6.1396	48.1727	1.85822	13.5652	10.9185	6.01714	24.9982	22.3364
g7576.t1	5.24124	40.2126	7.68948	7.59579	34.6439	3.97855	1.23326	3.92564
g9056.t1	6.72298	51.5635	9.2122	2.72384	21.3973	5.73817	35.182	19.6127
g936.t1	16.4481	87.3425	100.629	29.4441	107.717	76.4989	110.281	126.098
g3941.t1	14.3449	109.636	20.1283	22.7372	18.812	11.3287	53.3798	42.4908
g5681.t1	70.7725	677.889	167.803	176.416	320.723	153.938	339.501	536.458
g2975.t1	10.0861	210.612	59.2536	7.73805	146.853	43.0553	46.4809	76.2502
g6129.t1	7.09468	53.8459	9.44457	4.34263	16.3338	11.1018	35.6312	17.6963
g3529.t1	16.3223	122.727	11.0753	5.84469	40.0862	16.3344	5.89169	5.99261
g549.t1	11.6364	87.3581	16.2946	20.9218	12.0173	21.1954	32.5157	9.03802
g5358.t1	22.2111	166.467	38.7796	15.7151	43.0443	30.6962	112.2	51.1601
g8275.t1	9.67837	72.4702	25.6525	15.1347	10.7281	24.6593	53.4748	11.0493
g10823.t1	2.66835	19.8979	6.9306	21.4634	9.12398	8.03333	10.7139	6.72035
g6940.t1	7.29997	54.385	3.86734	9.5993	7.78497	5.23881	1.57257	1.63218
g2837.t1	10.5415	77.888	19.7523	1.12024	19.7422	23.2137	36.3078	20.4492
g744.t1	22.2285	169.098	144.714	55.2604	85.2803	95.7263	146.309	166.938
g10576.t1	14.4185	150.461	75.0446	17.5756	194.046	62.576	80.6085	107.887
g5062.t1	10.9034	80.3266	31.5394	7.06249	15.6133	11.6818	28.9044	53.0625
g665.t1	7.29788	53.4604	12.5125	2.03306	11.6869	5.71235	45.7687	9.29168
g6398.t1	8.46923	61.8574	24.3065	6.951	9.87997	13.2875	50.3908	16.4083
g8245.t1	15.8454	63.4463	93.4799	110.131	71.0296	163.071	108.921	118.489
g8172.t1	10.3093	74.9684	12.6116	8.56058	25.4016	11.2391	21.6208	11.2595
g10762.t1	13.906	62.5846	65.3585	15.6196	68.7551	47.3379	84.6653	103.578
g1612.t1	20.9728	151.701	40.7894	27.9103	64.3536	30.7807	87.745	47.8901
g5012.t1	27.8914	103.118	136.027	12.354	104.593	140.073	191.342	206.839
g3603.t1	12.829	92.7291	6.52061	10.4153	14.8604	13.2015	14.2381	12.8895
g2327.t1	20.5834	148.684	69.7711	9.02795	20.0772	23.7653	63.2185	59.8903
g36.t1	10.2287	12.9994	34.7108	14.8222	11.0477	31.5615	31.4396	74.8524
g7328.t1	7.99585	4.91095	22.9735	11.4899	5.82671	33.205	40.6079	57.6696
g6298.t1	7.05183	50.5372	20.5889	2.62965	18.5193	14.7161	42.8516	21.4527
g9970.t1	1.98688	14.2195	23.5838	13.7094	4.24635	17.8884	32.4974	69.2108
g2929.t1	81.5797	101.684	39.0108	136.117	77.923	90.973	105.74	582.341
g7553.t1	14.2575	101.213	18.2415	11.9863	58.0908	19.6528	38.1335	31.5236
g2904.t1	44.139	311.8	70.4506	187.185	60.4096	11.5915	135.129	61.5277
g9209.t1	9.02786	63.7347	5.5101	18.0136	14.1956	4.06931	17.1025	9.57246
g3312.t1	11.9612	84.0737	6.89727	16.7492	17.9442	13.4712	38.358	15.0785
g5777.t1	19.1031	134.065	20.3849	9.57418	67.5127	19.7484	62.4372	34.1361
g10278.t1	10.0837	5.6265	3.96232	3.58846	4.32175	4.36724	1.24208	71.4443
g4178.t1	4.52764	31.643	4.02362	11.9672	4.93627	4.1077	17.0187	16.803
g2173.t1	9.79194	68.3436	25.6902	4.97359	21.4746	45.4747	2.80525	3.58684
g6051.t1	59.5941	49.3194	19.4087	200.365	46.3962	44.5923	71.7825	421.107
g1707.t1	20.6174	143.132	38.8154	20.1881	120.11	69.2939	67.0812	26.5903
g8249.t1	13.8602	96.0439	32.492	4.80519	56.5519	26.6846	41.0191	31.1935
g7832.t1	7.788	53.1758	7.51742	13.3485	9.76417	18.3659	11.8917	13.4258
g661.t1	17.4985	84.4581	61.2155	14.5473	85.1389	39.9968	102.586	123.565
g7452.t1	18.1644	123.603	22.8334	32.1577	34.0982	19.1711	68.2592	24.5822
g1729.t1	6.7041	13.0512	31.8585	8.25405	25.1875	27.6453	33.1294	47.2999
g7725.t1	8.14679	118.264	7.73103	1.81843	20.1516	14.5912	37.246	56.9098
g6703.t1	10.2773	54.188	12.5601	131.336	46.9798	10.2059	71.2156	71.5807
g7111.t1	46.0808	48.5019	56.417	49.9491	95.6682	47.9193	93.2338	316.662
g4166.t1	5.8556	53.965	16.1251	7.73531	57.373	13.8589	26.7323	40.0243
g10445.t1	10.2226	68.6544	72.4863	2.52475	54.7084	72.2312	61.7318	88.7067
g2243.t1	13.7435	4.74161	83.892	15.1196	10.3858	33.2146	46.6209	93.2804
g10690.t1	16.1709	15.5604	14.8062	209.131	12.3047	28.511	73.2294	109.743
g2279.t1	19.8819	168.647	59.4567	13.4135	134.362	46.3177	120.128	133.99
g6139.t1	25.4404	29.9003	20.7852	32.9356	30.3127	38.489	28.5976	169.828
g4813.t1	9.29996	61.5596	24.9705	4.97347	43.9475	11.8633	24.0231	37.8548
g8763.t1	21.4184	141.452	31.1642	18.133	40.0845	28.7375	122.087	67.794
g1573.t1	7.35026	48.3603	6.55768	10.7673	8.07151	9.54777	19.8755	11.8023
g1452.t1	0.891529	5.84408	5.76522	0	2.2938	1.69796	3.28221	1.76849
g6632.t1	7.77502	57.3632	40.0163	2.96936	78.8067	20.7659	49.2431	51.1834
g4966.t1	28.9658	253.731	92.313	20.1041	235.734	127.473	54.51	190.081
g3810.t1	21.5474	140.914	34.2995	8.47061	22.2871	22.6322	69.1071	38.4192
g7747.t1	19.9082	104.199	53.7364	37.1287	167.713	36.0471	91.4804	130.132
g3558.t1	6.2385	40.559	45.9721	1.54203	10.9247	27.1668	17.8783	33.4005
g5363.t1	30.9701	201.155	20.8983	281.289	33.3618	42.6298	209.401	43.476
g1958.t1	247.097	1597.41	596.593	73.9124	370.824	346.046	329.202	696.785
g2171.t1	13.5158	292.657	53.147	18.2343	141.753	48.6509	104.343	88.0975
g3685.t1	4.03026	25.8518	0	19.1097	5.09635	0.978635	9.67218	10.9593
g5386.t1	12.4994	80.0382	7.74759	14.4839	14.7358	7.15774	20.6948	10.7289
g2078.t1	4.80041	30.487	1.64928	11.5748	3.96867	2.7411	5.19213	7.73722
g4380.t1	10.7643	31.0347	33.341	49.6507	30.5455	27.8971	70.1123	69.0983
g9246.t1	9.80183	135.956	29.1321	6.2026	31.3112	22.323	78.7482	62.722
g6306.t1	95.4914	597.764	149.622	174.898	257.469	85.4066	571.298	203.488
g8421.t1	14.1295	88.0244	13.2538	26.5581	25.2568	10.736	57.6175	17.2809
g788.t1	4.91687	30.5509	8.67554	1.85789	10.0299	7.93627	14.2623	9.94744
g7906.t1	6.1826	8.46475	15.5147	6.20214	35.4593	10.2238	31.056	39.0633
g800.t1	33.3126	206.183	97.1887	15.5791	52.4206	22.9846	56.0548	31.9917
g754.t1	27.9818	572.45	131.103	21.5628	424.849	78.2943	119.611	176.738
g10184.t1	23.6908	146.191	11.4951	13.9321	59.5468	11.0821	16.9335	20.372
g3488.t1	51.1395	313.983	18.5055	21.6801	34.9298	19.5045	41.3345	75.8932
g3176.t1	21.2181	130.086	12.7787	0	59.4818	22.5074	1.15272	2.37073
g5500.t1	8.84408	54.0986	129.139	17.8173	20.6548	47.8067	66.9295	48.6025
g4008.t1	8.13705	49.687	3.70828	13.8344	11.4163	4.04635	22.8604	9.60723
g5224.t1	15.8367	116.803	78.7964	7.08006	36.3295	45.8247	60.9889	99.6956
g1413.t1	15.2475	48.6093	94.0656	152.308	27.0708	135.17	116.983	95.7995
g5099.t1	19.3309	117.714	22.0529	39.1324	35.9229	31.3993	20.7228	25.4003
g10405.t1	5.57571	33.946	3.00942	8.75025	10.6241	4.4754	24.8829	20.6167
g8402.t1	9.16342	25.5308	25.6641	1.1702	28.1144	20.6904	106.987	57.5441
g1389.t1	19.4262	117.887	41.9672	3.34775	32.054	20.9477	19.884	51.7927
g5684.t1	38.5118	429.681	162.242	74.4498	205.967	95.8922	180.711	240.962
g10729.t1	7.94189	47.9707	8.16476	1.80502	7.74277	5.54937	32.4403	15.2326
g8162.t1	31.4005	189.298	44.401	40.0226	23.6217	23.0298	51.7172	63.9932
g3295.t1	13.6826	82.4251	47.9667	1.6361	54.7279	69.1939	17.7521	27.921
g8184.t1	12.8749	74.7987	43.1261	16.7746	23.9	29.7387	17.1942	80.3906
g3786.t1	24.2225	145.659	35.6103	23.7039	46.1654	32.0914	44.4366	50.0963
g7696.t1	11.8502	98.2418	47.7009	10.7216	103.902	49.9845	44.0667	73.987
g9724.t1	14.8488	166.065	63.5781	20.8873	45.7869	37.3683	149.345	92.679
g6187.t1	21.8568	189.084	90.7643	27.5475	285.133	72.3083	200.951	135.553
g3826.t1	31.8619	40.1965	83.8316	89.1071	68.3468	90.2732	133.062	197.279
g816.t1	21.1361	37.701	82.7214	30.5774	69.1813	49.82	83.2838	129.945
g6215.t1	18.1904	230.443	50.0782	8.4288	94.5447	36.7934	130.397	111.831
g6604.t1	28.8408	51.3813	43.1525	41.5168	52.7305	78.0178	110.212	176.417
g626.t1	17.2073	101.945	37.5088	5.3146	36.2285	33.171	35.9394	36.7685
g1345.t1	12.2735	11.2494	79.4599	405.901	27.1728	74.0555	184.308	74.8032
g1347.t1	62.6668	453.215	371.484	159.462	282.754	300.31	224.084	378.658
g2648.t1	10.6009	62.5071	35.0195	5.21862	88.6649	28.4423	45.5664	25.4159
g1178.t1	40.7122	239.378	110.978	92.9114	54.8202	65.8775	204.753	84.9269
g5613.t1	13.374	78.5696	53.2521	3.21729	76.4651	23.4708	57.9258	54.2698
g421.t1	6.23705	19.9037	23.6	7.24638	11.8453	11.1196	15.0643	37.5767
g3476.t1	20.7113	120.883	27.5333	19.0834	54.7557	36.4216	38.8133	19.2304
g1121.t1	15.8957	92.5134	36.2389	19.896	25.5397	25.6303	44.3352	24.1562
g10114.t1	21.0628	33.3188	16.8124	36.8137	28.6772	28.1956	19.1571	126.69
g6162.t1	65.3183	61.9955	15.1882	107.709	46.5617	50.265	44.4622	387.082
g9613.t1	5.42084	31.4656	1.09015	29.5692	5.13087	2.06747	24.4151	8.81775
g1765.t1	83.41	122.02	64.8894	124.273	67.018	43.6405	157.492	493.76
g234.t1	6.00247	34.4043	44.4907	10.4647	129.489	23.3535	23.8207	10.8672
g3051.t1	11.6374	66.5785	7.60142	1.5817	12.1733	4.07708	22.8953	15.2945
g4277.t1	53.413	268.361	21.1085	76.5276	35.3927	35.26	131.266	315.232
g6705.t1	36.0311	205.661	38.5793	36.7989	30.1413	21.102	102.559	82.4148
g10455.t1	11.6125	66.1129	21.56	14.528	29.0202	12.8999	34.5924	31.0498
g9551.t1	359.772	2046.42	345.637	740.035	703.492	321.479	1229	545.419
g5333.t1	39.5235	265.886	103.259	67.8934	115.307	76.5586	167.243	233.225
g7040.t1	19.5526	110.569	28.4151	33.9349	14.9264	35.4414	36.827	14.3263
g10002.t1	19.1095	107.756	31.9959	17.1646	78.8173	27.5552	32.3876	39.3764
g8812.t1	4.90275	27.6162	8.0114	7.88728	4.60858	1.6232	10.7355	9.58469
g4863.t1	17.1096	203.713	97.4267	21.2778	116.444	93.5379	50.8001	100.822
g5529.t1	4.40845	24.8172	10.1265	3.03201	9.65491	6.81292	14.109	9.25221
g6218.t1	20.297	3.15819	10.2384	13.2898	24.7192	23.3887	9.74838	118.836
g6559.t1	12.2593	177.398	49.3295	9.4494	143.279	48.1395	56.3268	71.324
g1811.t1	36.9076	32.1871	21.4812	34.448	24.7617	29.8341	17.0949	214.595
g8574.t1	78.471	437.568	105.579	59.8613	51.7789	61.4818	62.1438	113.424
g4308.t1	56.165	312.692	152.013	39.5194	148.643	113.958	160.213	95.9979
g301.t1	15.8283	15.5844	6.40823	18.124	10.0428	15.5298	10.2726	91.1993
g2455.t1	8.29905	15.4946	45.16	10.4028	18.5853	32.815	47.4135	47.5261
g2361.t1	38.5774	213.739	46.5708	98.8509	54.2254	9.0722	98.7981	65.2081
g5454.t1	7.09427	39.1988	12.3942	1.68657	8.71023	7.33627	37.059	8.86749
g5643.t1	22.1266	124.189	58.7813	47.2431	64.0817	42.2404	127.095	126.041
g8751.t1	489.512	2686.92	1309.09	92.917	389.243	449.954	1235.33	1195.35
g920.t1	7.69108	35.7414	20.4589	3.13816	12.4901	11.3962	32.9748	43.7196
